tanggal,waktu,text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_Tidak_Baku_hash,normalisasi_fixed,translated_text,synonym,stopword_removal,lemmatized_text,tokenize
Mon Jun 08,09:13:56,"@damarbowo tapi skrng gaji dosen murah, ukt mahal",tapi skrng gaji dosen murah ukt mahal,tapi skrng gaji dosen murah ukt mahal,tapi sekarang gaji dosen murah ukt mahal,['sekarang'],['skrng'],[1714982517389594357],tapi sekarang gaji dosen murah ukt mahal,but now the salary of lecturers is cheap ukt expensive,but now the salary of lecturer is cheap ukt expensive,salary lecturer cheap ukt expensive,salary lecturer cheap ukt expensive,"['salary', 'lecturer', 'cheap', 'ukt', 'expensive']"
Mon Jun 08,08:46:41,Gaji dosen yang se-imut itu harus bertarung dengan APC Q2 sebesar ini 😭😭 https://t.co/DAWXNT16is,Gaji dosen yang se imut itu harus bertarung dengan APC Q2 sebesar ini,gaji dosen yang se imut itu harus bertarung dengan apc q2 sebesar ini,gaji dosen yang se imut itu harus bertarung dengan apc q2 sebesar ini,[],[],[],gaji dosen yang se imut itu harus bertarung dengan apc q2 sebesar ini,the salary of such a cute lecturer must fight with this big apc q2,the salary of such a cute lecturer must fight with this big apc q2,salary cute lecturer fight big apc q2,salary cute lecturer fight big apc q2,"['salary', 'cute', 'lecturer', 'fight', 'big', 'apc', 'q2']"
Mon Jun 08,05:42:26,"@pingachm Ah, ga nyampe otak lu.
Scale matter!

Lagian daripada ngemurahin ukt buat BANYAK orang mending naikin gaji dosen dulu.

Lagian univ murah lain masih banyak tuh ada UT",Ah ga nyampe otak lu Scale matter Lagian daripada ngemurahin ukt buat BANYAK orang mending naikin gaji dosen dulu Lagian univ murah lain masih banyak tuh ada UT,ah ga nyampe otak lu scale matter lagian daripada ngemurahin ukt buat banyak orang mending naikin gaji dosen dulu lagian univ murah lain masih banyak tuh ada ut,ah tidak sampai otak kamu scale matter lagian daripada ngemurahin ukt buat banyak orang mending naikin gaji dosen dulu lagian universitas murah lain masih banyak tuh ada ut,"['tidak', 'sampai', 'kamu', 'universitas']","['ga', 'nyampe', 'lu', 'univ']","[-1647583646953850176, -1510652433908110932, 135948045578415878, -2855955721438830828]",ah tidak sampai otak kamu scale matter lagian daripada ngemurahin ukt buat banyak orang mending naikin gaji dosen dulu lagian universitas murah lain masih banyak tuh ada ut,ah not until your brain scale matter any more than mengemurahin ukt for many people mending up the salary of lecturers first anyway other cheap universities there are still many ut,ah not until your brain scale matter any more than mengemurahin ukt for many people mending up the salary of lecturer first anyway other cheap institution there are still many ut,ah not brain scale matter mengemurahin ukt mending salary lecturer anyway cheap institution ut,ah not brain scale matter mengemurahin ukt mend salary lecturer anyway cheap institution ut,"['ah', 'not', 'brain', 'scale', 'matter', 'mengemurahin', 'ukt', 'mend', 'salary', 'lecturer', 'anyway', 'cheap', 'institution', 'ut']"
Mon Jun 08,05:37:17,"Sedikit back story, aku dan temanku initiate small group utk 30 anak2 bimbingan beliau. Masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi jg teman yang baik 😭😭 

Aku sudah merencanakan ketemu masnya dari awal 2026 cm belum2 jg krn sibuk",Sedikit back story aku dan temanku initiate small group utk anak2 bimbingan beliau Masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi jg teman yang baik Aku sudah merencanakan ketemu masnya dari awal cm belum2 jg krn sibuk,sedikit back story aku dan temanku initiate small group utk anak2 bimbingan beliau masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi jg teman yang baik aku sudah merencanakan ketemu masnya dari awal cm belum2 jg krn sibuk,sedikit back story aku dan temanku initiate small group untuk anak-anak bimbingan beliau masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi juga teman yang baik aku sudah merencanakan ketemu masnya dari awal cuma belum2 juga karena sibuk,"['untuk', 'anak-anak', 'juga', 'cuma', 'juga', 'karena']","['utk', 'anak2', 'jg', 'cm', 'jg', 'krn']","[4857388948624358053, 4206105508201428953, -1695093581221950493, 8178737799004304784, -1695093581221950493, 5854122003696798443]",sedikit back story aku dan temanku initiate small group untuk anak-anak bimbingan beliau masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi juga teman yang baik aku sudah merencanakan ketemu masnya dari awal cuma belum2 juga karena sibuk,a little back story me and my friend initiate a small group for children to be guided by an honorary lecturer that we really love because he is not only a quality lecturer but also a good friend i have planned to meet him from the beginning just not yet because he is busy,a little back story me and my friend initiate a small group for children to be guided by an salary lecturer that we really love because he is not only a quality lecturer but also a good friend i have planned to meet him from the beginning just not yet because he is busy,little back story friend initiate group children guided salary lecturer love not quality lecturer friend planned meet beginning not yet busy,little back story friend initiate group child guide salary lecturer love not quality lecturer friend plan meet begin not yet busy,"['little', 'back', 'story', 'friend', 'initiate', 'group', 'child', 'guide', 'salary', 'lecturer', 'love', 'not', 'quality', 'lecturer', 'friend', 'plan', 'meet', 'begin', 'not', 'yet', 'busy']"
Mon Jun 08,04:40:27,"@heyrockapolka @BetaEpsilonPhi Kalo dosen terima gaji tapi gak ngerjakan tugasnya, berarti dia makan harta orang lain tanpa hak. Satu kategori sama rampok dan koruptor. Lebih besar dosanya daripada sekedar ""gak beradab"".",Kalo dosen terima gaji tapi gak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak Satu kategori sama rampok dan koruptor Lebih besar dosanya daripada sekedar gak beradab,kalo dosen terima gaji tapi gak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak satu kategori sama rampok dan koruptor lebih besar dosanya daripada sekedar gak beradab,kalau dosen terima gaji tapi tidak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak satu kategori sama rampok dan koruptor lebih besar dosanya daripada sekedar tidak beradab,"['kalau', 'tidak', 'tidak']","['kalo', 'gak', 'gak']","[-5384489139719775461, 5298133465934452413, 5298133465934452413]",kalau dosen terima gaji tapi tidak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak satu kategori sama rampok dan koruptor lebih besar dosanya daripada sekedar tidak beradab,if a lecturer receives a salary but does not perform his duties it means that he eats other people property without the right to one category as robbery and corruption are greater sins than just being uncivilized,if a lecturer receives a salary but does not perform his duties it means that he eats other people property without the right to one category as robbery and corruption are greater sins than just being uncivilized,lecturer receives salary not perform duties means eats property without category robbery corruption greater sins uncivilized,lecturer receive salary not perform duty mean eat property without category robbery corruption greater sin uncivilized,"['lecturer', 'receive', 'salary', 'not', 'perform', 'duty', 'mean', 'eat', 'property', 'without', 'category', 'robbery', 'corruption', 'greater', 'sin', 'uncivilized']"
Mon Jun 08,03:18:21,"@arcalodia @stfnyqkr_ @kapankapanyak_ “Maunya gimana selain stop mbg?”Yg jadi masalah ya banyak, dr upah tidak layak sampai biaya pendidikan yg melambung tinggi. Ya lu pilihlah mana yang mau diselesaikan duluan. Upah ga layak, biaya pendidikan tinggi, itu pun gaji guru dan dosen masih aja ga layak. Harusnya yg lu —",Maunya gimana selain stop mbg Yg jadi masalah ya banyak dr upah tidak layak sampai biaya pendidikan yg melambung tinggi Ya lu pilihlah mana yang mau diselesaikan duluan Upah ga layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih aja ga layak Harusnya yg lu,maunya gimana selain stop mbg yg jadi masalah ya banyak dr upah tidak layak sampai biaya pendidikan yg melambung tinggi ya lu pilihlah mana yang mau diselesaikan duluan upah ga layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih aja ga layak harusnya yg lu,maunya bagaimana selain stop mbak yang jadi masalah ya banyak dari upah tidak layak sampai biaya pendidikan yang melambung tinggi ya kamu pilihlah mana yang mau diselesaikan duluan upah tidak layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih saja tidak layak harusnya yang kamu,"['bagaimana', 'mbak', 'yang', 'dari', 'yang', 'kamu', 'tidak', 'saja', 'tidak', 'yang', 'kamu']","['gimana', 'mbg', 'yg', 'dr', 'yg', 'lu', 'ga', 'aja', 'ga', 'yg', 'lu']","[-8478027202793766719, -5591047361525920525, 2667696029615725929, -2363237477969725205, 2667696029615725929, 135948045578415878, -1647583646953850176, -5214622237750482465, -1647583646953850176, 2667696029615725929, 135948045578415878]",maunya bagaimana selain stop mbak yang jadi masalah ya banyak dari upah tidak layak sampai biaya pendidikan yang melambung tinggi ya kamu pilihlah mana yang mau diselesaikan duluan upah tidak layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih saja tidak layak harusnya yang kamu,how do you want besides stopping mbak which is a problem yes many of the wages are not feasible until the cost of education is soaring high yes you choose which one you want to solve first the wages are not feasible higher education costs even the salaries of teachers and lecturers are still not feasible what you,how do you want besides stopping mbak which is a problem yes many of the salary are not feasible until the cost of education is soaring high yes you choose which one you want to solve first the salary are not feasible higher education costs even the salary of lecturer and lecturer are still not feasible what you,besides stopping problem salary not feasible cost education soaring high choose solve salary not feasible higher education costs salary lecturer lecturer not feasible,besides stop problem salary not feasible cost education soar high choose solve salary not feasible higher education cost salary lecturer lecturer not feasible,"['besides', 'stop', 'problem', 'salary', 'not', 'feasible', 'cost', 'education', 'soar', 'high', 'choose', 'solve', 'salary', 'not', 'feasible', 'higher', 'education', 'cost', 'salary', 'lecturer', 'lecturer', 'not', 'feasible']"
Mon Jun 08,00:43:04,"@dinoyaurs @Kuykuy41867324 @rayqusa Sampe kapanpun pemerintah bobrok  mau mengharapkan apa? Kuliah full gratis? Gaji guru honorer SD aja masih menyedihkan, mana mau pemerintah bayarin gaji dosen.",Sampe kapanpun pemerintah bobrok mau mengharapkan apa Kuliah full gratis Gaji guru honorer SD aja masih menyedihkan mana mau pemerintah bayarin gaji dosen,sampe kapanpun pemerintah bobrok mau mengharapkan apa kuliah full gratis gaji guru honorer sd aja masih menyedihkan mana mau pemerintah bayarin gaji dosen,sampai kapanpun pemerintah bobrok mau mengharapkan apa kuliah full gratis gaji guru honorer sd saja masih menyedihkan mana mau pemerintah bayarin gaji dosen,"['sampai', 'saja']","['sampe', 'aja']","[-1504386927938970146, -5214622237750482465]",sampai kapanpun pemerintah bobrok mau mengharapkan apa kuliah full gratis gaji guru honorer institution saja masih menyedihkan mana mau pemerintah bayarin gaji dosen,until whenever the government is dilapidated want to expect free full tuition salaries of honorary teachers of institutions are still pathetic where the government wants to pay for lecturers salaries,until whenever the government is dilapidated want to expect free full tuition salary of salary lecturer of institution are still pathetic where the government wants to salary for lecturer salary,whenever government dilapidated expect free full tuition salary salary lecturer institution pathetic government wants salary lecturer salary,whenever government dilapidate expect free full tuition salary salary lecturer institution pathetic government want salary lecturer salary,"['whenever', 'government', 'dilapidate', 'expect', 'free', 'full', 'tuition', 'salary', 'salary', 'lecturer', 'institution', 'pathetic', 'government', 'want', 'salary', 'lecturer', 'salary']"
Sun Jun 07,20:33:27,"@scentsaurus @americanona02 Dosen UNS banyak yg gitu. Bahkan yg rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 30-60menit dari rumah ke kampus 😢 padahal gaji ga sebrapa, tp proyek dan jabatanya jgn ditanya",Dosen UNS banyak yg gitu Bahkan yg rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji ga sebrapa tp proyek dan jabatanya jgn ditanya,dosen uns banyak yg gitu bahkan yg rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji ga sebrapa tp proyek dan jabatanya jgn ditanya,dosen uns banyak yang begitu bahkan yang rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji tidak sebrapa tapi proyek dan jabatanya jangan ditanya,"['yang', 'begitu', 'yang', 'tidak', 'tapi', 'jangan']","['yg', 'gitu', 'yg', 'ga', 'tp', 'jgn']","[2667696029615725929, -8765290408779190588, 2667696029615725929, -1647583646953850176, 1227257789550043324, -4389632623473633099]",dosen uns banyak yang begitu bahkan yang rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji tidak sebrapa tapi proyek dan jabatanya jangan ditanya,many uns lecturers are so even that their houses are seragentina that every day they have to pay tolls and take the 60 minute road from home to campus even though the salary is not as high but the project and the office are not to be asked,many uns lecturer are so even that their houses are seragentina that every day they have to salary tolls and take the 60 minute road from home to institution even though the salary is not as high but the project and the office are not to be asked,uns lecturer houses seragentina every day salary tolls minute road home institution salary not high project office not asked,un lecturer house seragentina every day salary toll minute road home institution salary not high project office not ask,"['un', 'lecturer', 'house', 'seragentina', 'every', 'day', 'salary', 'toll', 'minute', 'road', 'home', 'institution', 'salary', 'not', 'high', 'project', 'office', 'not', 'ask']"
Sun Jun 07,17:19:04,"@Fahmi_Ucink @BetaEpsilonPhi Kampus apa? Negeri? Dosen yang gaji negara, bukan mahasiswa. Kampus swasta? Kalau dosen itu udah bisa haji, bukan dosen sembarangan. Sekarang ente ngomong gini ke kyai atau ulama, yang ngajarin ngaji orang-orang, sopan kagak?",Kampus apa Negeri Dosen yang gaji negara bukan mahasiswa Kampus swasta Kalau dosen itu udah bisa haji bukan dosen sembarangan Sekarang ente ngomong gini ke kyai atau ulama yang ngajarin ngaji orang orang sopan kagak,kampus apa negeri dosen yang gaji negara bukan mahasiswa kampus swasta kalau dosen itu udah bisa haji bukan dosen sembarangan sekarang ente ngomong gini ke kyai atau ulama yang ngajarin ngaji orang orang sopan kagak,kampus apa negeri dosen yang gaji negara bukan mahasiswa kampus swasta kalau dosen itu sudah bisa haji bukan dosen sembarangan sekarang ente mengomong begini ke kyai atau ulama yang mengajari mengaji orang orang sopan kagak,"['sudah', 'mengomong', 'begini', 'mengajari', 'mengaji']","['udah', 'ngomong', 'gini', 'ngajarin', 'ngaji']","[3999741697868881367, 4071630873247018361, 686556427316439115, -8228407170480167646, -2570883482299801587]",kampus apa negeri dosen yang gaji negara bukan mahasiswa kampus swasta kalau dosen itu sudah bisa haji bukan dosen sembarangan sekarang ente mengomong begini ke kyai atau ulama yang mengajari mengaji orang orang sopan kagak,what campus is the state of the lecturer whose state salary is not a private campus student if the lecturer can already hajj instead of an arbitrary lecturer now you talk like this to a kyai or a cleric who teaches to recite polite people not,what institution is the state of the lecturer whose state salary is not a private institution student if the lecturer can already hajj instead of an arbitrary lecturer now you talk like this to a kyai or a cleric who teaches to recite polite people not,institution lecturer whose salary not private institution student lecturer already hajj instead arbitrary lecturer talk kyai cleric teaches recite polite not,institution lecturer whose salary not private institution student lecturer already hajj instead arbitrary lecturer talk kyai cleric teach recite polite not,"['institution', 'lecturer', 'whose', 'salary', 'not', 'private', 'institution', 'student', 'lecturer', 'already', 'hajj', 'instead', 'arbitrary', 'lecturer', 'talk', 'kyai', 'cleric', 'teach', 'recite', 'polite', 'not']"
Sun Jun 07,16:34:38,"Gw salty
Ya lu pikir aja ngentot bayar ukt pake apa? Gaji ortu gw. Kalo dolar naik, kebutuhan juga ikutan naik. Trus nanti gabisa bayar ukt.
Gaji dosen juga bisa aja kepangkas gara gara dolar naik, gw sebagai mahasiswa sedih.
Ayam geprek juga udh 12k apa gamakin frustasi",Gw salty Ya lu pikir aja ngentot bayar ukt pake apa Gaji ortu gw Kalo dolar naik kebutuhan juga ikutan naik Trus nanti gabisa bayar ukt Gaji dosen juga bisa aja kepangkas gara gara dolar naik gw sebagai mahasiswa sedih Ayam geprek juga udh 12k apa gamakin frustasi,gw salty ya lu pikir aja ngentot bayar ukt pake apa gaji ortu gw kalo dolar naik kebutuhan juga ikutan naik trus nanti gabisa bayar ukt gaji dosen juga bisa aja kepangkas gara gara dolar naik gw sebagai mahasiswa sedih ayam geprek juga udh 12k apa gamakin frustasi,gue salty ya kamu pikir saja ngentot bayar ukt pakai apa gaji orang tua gue kalau dolar naik kebutuhan juga ikutan naik terus nanti tidak bisa bayar ukt gaji dosen juga bisa saja kepangkas gara gara dolar naik gue sebagai mahasiswa sedih ayam geprek juga sudah 12k apa gamakin frustasi,"['gue', 'kamu', 'saja', 'pakai', 'orang tua', 'gue', 'kalau', 'terus', 'tidak bisa', 'saja', 'gue', 'sudah']","['gw', 'lu', 'aja', 'pake', 'ortu', 'gw', 'kalo', 'trus', 'gabisa', 'aja', 'gw', 'udh']","[-4893450622065866848, 135948045578415878, -5214622237750482465, 1450489330852897996, -4164674534070320340, -4893450622065866848, -5384489139719775461, 6909332147943662048, -4228667435787485891, -5214622237750482465, -4893450622065866848, -2478708935733850475]",gue salty ya kamu pikir saja ngentot bayar ukt pakai apa gaji orang tua gue kalau dolar naik kebutuhan juga ikutan naik terus nanti tidak bisa bayar ukt gaji dosen juga bisa saja kepangkas gara gara dolar naik gue sebagai mahasiswa sedih ayam geprek juga sudah 12k apa gamakin frustasi,i m salty yes you think you just have to pay ukt using what is my parents salary if the dollar goes up the need also goes up and then you can t pay ukt the lecturer salary can also be cut because the dollar goes up i m a sad student chicken geprek is also already 12k what is gamakin frustrated,i m salty yes you think you just have to salary ukt using what is my parents salary if the dollar goes up the need also goes up and then you can t salary ukt the lecturer salary can also be cut because the dollar goes up i m a sad student chicken geprek is also already 12k what is gamakin frustrated,salty salary ukt using parents salary dollar goes need goes salary ukt lecturer salary cut dollar goes sad student chicken geprek already 12k gamakin frustrated,salty salary ukt use parent salary dollar go need go salary ukt lecturer salary cut dollar go sad student chicken geprek already 12k gamakin frustrate,"['salty', 'salary', 'ukt', 'use', 'parent', 'salary', 'dollar', 'go', 'need', 'go', 'salary', 'ukt', 'lecturer', 'salary', 'cut', 'dollar', 'go', 'sad', 'student', 'chicken', 'geprek', 'already', '12k', 'gamakin', 'frustrate']"
Sun Jun 07,15:23:33,"@Zaenttt 20jt mungkin emg ga cukup in this economy klo punya banyak tanggungan, tp ini berarti miris bgt buat dosen yg cuman dpt gaji pokok 3jt..",20jt mungkin emg ga cukup in this economy klo punya banyak tanggungan tp ini berarti miris bgt buat dosen yg cuman dpt gaji pokok 3jt,20jt mungkin emg ga cukup in this economy klo punya banyak tanggungan tp ini berarti miris bgt buat dosen yg cuman dpt gaji pokok 3jt,20jt mungkin memang tidak cukup ini this economy kalau punya banyak tanggungan tapi ini berarti miris banget buat dosen yang cuman dapat gaji pokok 3jt,"['memang', 'tidak', 'ini', 'kalau', 'tapi', 'banget', 'yang', 'dapat']","['emg', 'ga', 'in', 'klo', 'tp', 'bgt', 'yg', 'dpt']","[5965955778908526023, -1647583646953850176, 8007211454857246027, 802733937746740005, 1227257789550043324, -5708424681339340746, 2667696029615725929, -8115793188165144021]",20jt mungkin memang tidak cukup ini this economy kalau punya banyak tanggungan tapi ini berarti miris banget buat dosen yang cuman dapat gaji pokok 3jt,20m may not be enough this is this economy if it has a lot of dependents but this means it really bad for lecturers who only get a basic salary of 3m,20m may not be enough this is this economy if it has a lot of dependents but this means it really bad for lecturer who only get a basic salary of 3m,20m may not enough economy lot dependents means bad lecturer basic salary 3m,20m may not enough economy lot dependent mean bad lecturer basic salary 3m,"['20m', 'may', 'not', 'enough', 'economy', 'lot', 'dependent', 'mean', 'bad', 'lecturer', 'basic', 'salary', '3m']"
Sun Jun 07,13:47:27,"@ardisatriawan Ketika yg dipikirkan hanya langgeng keuasaan dg menggelontor ribuan dapur MBG sebagai pasukan persiapan 2029 , dibanding ngurusi pendidikan , sekolah rusak dan gaji guru dosen",Ketika yg dipikirkan hanya langgeng keuasaan dg menggelontor ribuan dapur MBG sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,ketika yg dipikirkan hanya langgeng keuasaan dg menggelontor ribuan dapur mbg sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,ketika yang dipikirkan hanya langgeng keuasaan dengan menggelontor ribuan dapur mbak sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,"['yang', 'dengan', 'mbak']","['yg', 'dg', 'mbg']","[2667696029615725929, 8830709807381409505, -5591047361525920525]",ketika yang dipikirkan hanya langgeng keuasaan dengan menggelontor ribuan dapur mbak sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,when all you think about is lasting mastery by pouring thousands of kitchens as a preparation team compared to taking care of damaged school education and lecturer teacher salaries,when all you think about is lasting mastery by pouring thousands of kitchens as a preparation team compared to taking care of damaged institution education and lecturer lecturer salary,lasting mastery pouring thousands kitchens preparation team compared taking care damaged institution education lecturer lecturer salary,last mastery pour thousand kitchen preparation team compare take care damage institution education lecturer lecturer salary,"['last', 'mastery', 'pour', 'thousand', 'kitchen', 'preparation', 'team', 'compare', 'take', 'care', 'damage', 'institution', 'education', 'lecturer', 'lecturer', 'salary']"
Sun Jun 07,11:45:48,terus yg begitu2 mau tuh gaji dosen tinggi. bener2 ga ada proses berpikirnya semuanya VIBES aja,terus yg begitu2 mau tuh gaji dosen tinggi bener2 ga ada proses berpikirnya semuanya VIBES aja,terus yg begitu2 mau tuh gaji dosen tinggi bener2 ga ada proses berpikirnya semuanya vibes aja,terus yang begitu2 mau tuh gaji dosen tinggi benar-benar tidak ada proses berpikirnya semuanya vibes saja,"['yang', 'benar-benar', 'tidak', 'saja']","['yg', 'bener2', 'ga', 'aja']","[2667696029615725929, 5340023742173238660, -1647583646953850176, -5214622237750482465]",terus yang begitu2 mau tuh gaji dosen tinggi benar-benar tidak ada proses berpikirnya semuanya vibes saja,then those who are so willing to pay high lecturers really have no thought process everything is just vibes,then those who are so willing to salary high lecturer really have no thought process everything is just vibes,willing salary high lecturer no thought process everything vibes,will salary high lecturer no think process everything vibe,"['will', 'salary', 'high', 'lecturer', 'no', 'think', 'process', 'everything', 'vibe']"
Sun Jun 07,09:50:44,"@MiskinTV_ Banyak dosen yg sombong besar kepala tak tau diri. Sudah lebih sering ngurusin job d luar. Jam mengajar seenaknya, itu bukti dosen bodoh karena mementingkan diri sendiri. Gaji kecil, ya kan di Indonesia dah dari dulu, gaji kecil. Pindah sana ke yaman",Banyak dosen yg sombong besar kepala tak tau diri Sudah lebih sering ngurusin job d luar Jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri Gaji kecil ya kan di Indonesia dah dari dulu gaji kecil Pindah sana ke yaman,banyak dosen yg sombong besar kepala tak tau diri sudah lebih sering ngurusin job d luar jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri gaji kecil ya kan di indonesia dah dari dulu gaji kecil pindah sana ke yaman,banyak dosen yang sombong besar kepala tak tau diri sudah lebih sering mengurusi job luar jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri gaji kecil ya kan di indonesia sudah dari dulu gaji kecil pindah sana ke yaman,"['yang', 'mengurusi', 'sudah']","['yg', 'ngurusin', 'dah']","[2667696029615725929, 9172720318126218985, -7787069694859097151]",banyak dosen yang sombong besar kepala tak tau diri sudah lebih sering mengurusi job luar jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri gaji kecil ya kan di indonesia sudah dari dulu gaji kecil pindah sana ke yaman,many lecturers who are arrogant big heads don t know themselves they often take care of jobs outside of teaching hours at will it proof that lecturers are stupid because they are selfish they have small salaries right in indonesia from the past small salaries have moved there to yemen,many lecturer who are arrogant big heads don t know themselves they often take care of jobs outside of teaching hours at will it proof that lecturer are stupid because they are selfish they have small salary right in indonesia from the past small salary have moved there to yemen,lecturer arrogant big heads often care jobs outside teaching hours proof lecturer stupid selfish salary indonesia past salary moved yemen,lecturer arrogant big head often care job outside teach hour proof lecturer stupid selfish salary indonesia past salary move yemen,"['lecturer', 'arrogant', 'big', 'head', 'often', 'care', 'job', 'outside', 'teach', 'hour', 'proof', 'lecturer', 'stupid', 'selfish', 'salary', 'indonesia', 'past', 'salary', 'move', 'yemen']"
