tanggal,waktu,text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_Tidak_Baku_hash,normalisasi_fixed,translated_text,synonym,stopword_removal,tokenize,final_word_count
Sat Aug 16,14:54:32,"@ardisatriawan Daaan, buat bisa dapat SK dosen, ada perjanjian yg mengharuskan kita mengabdi 10 tahun tanpa jenjang karir atau penerimaan gaji yang jelas. Alias gak ada bjir hak dan kewajibannya 😆😆😆. Mampus",Daaan buat bisa dapat SK dosen ada perjanjian yg mengharuskan kita mengabdi tahun tanpa jenjang karir atau penerimaan gaji yang jelas Alias gak ada bjir hak dan kewajibannya Mampus,daaan buat bisa dapat sk dosen ada perjanjian yg mengharuskan kita mengabdi tahun tanpa jenjang karir atau penerimaan gaji yang jelas alias gak ada bjir hak dan kewajibannya mampus,daaan buat bisa dapat suka dosen ada perjanjian yang mengharuskan kita mengabdi tahun tanpa jenjang karir atau penerimaan gaji yang jelas alias tidak ada bjir hak dan kewajibannya mampus,"['suka', 'yang', 'tidak']","['sk', 'yg', 'gak']","[-2467603897513251081, 6026876920451960175, 3010220660196730482]",daaan buat bisa dapat suka dosen ada perjanjian yang mengharuskan kita mengabdi tahun tanpa jenjang karir atau penerimaan gaji yang jelas alias tidak ada bjir hak dan kewajibannya mampus,in order to be able to like lecturers there is an agreement that requires us to serve years without a clear career path or salary aka there are no rights and obligations that are limited,in order to be able to like lecturer there is an agreement that requires us to serve years without a clear career path or salary aka there are no rights and obligations that are limited,order able lecturer agreement requires us serve years without clear career path salary aka rights obligations limited,"['order', 'able', 'lecturer', 'agreement', 'requires', 'us', 'serve', 'years', 'without', 'clear', 'career', 'path', 'salary', 'aka', 'rights', 'obligations', 'limited']",17
Sat Aug 16,14:36:21,"@ardisatriawan Halo2, anak Unhas di sini akwkwkwkkw. Dosen muda kenalanku pernah satu semester gak terima gaji!! Anj!",Halo2 anak Unhas di sini akwkwkwkkw Dosen muda kenalanku pernah satu semester gak terima gaji Anj,halo2 anak unhas di sini akwkwkwkkw dosen muda kenalanku pernah satu semester gak terima gaji anj,halo2 anak unhas di sini akwkwkwkkw dosen muda kenalanku pernah satu semester tidak terima gaji anjing,"['tidak', 'anjing']","['gak', 'anj']","[3010220660196730482, -3796334970484591332]",halo2 anak unhas di sini akwkwkwkkw dosen muda kenalanku pernah satu semester tidak terima gaji anjing,hello unhas students here akwkwkwkkw a young lecturer of my acquaintance once did not receive a dog salary for one semester,hello unhas students here akwkwkwkkw a young lecturer of my acquaintance once did not receive a dog salary for one semester,hello unhas students akwkwkwkkw young lecturer acquaintance receive dog salary semester,"['hello', 'unhas', 'students', 'akwkwkwkkw', 'young', 'lecturer', 'acquaintance', 'receive', 'dog', 'salary', 'semester']",11
Sat Aug 16,13:44:47,"Gaji Guru dan Dosen disebut membebani Negara, proyek yg sudah jelas jadi beban Negara masih saja mendapat alokasi anggaran.
Ibukota Negara Bukan, Ibukota Provinsi Bukan, ini Proyek yg Bukan-bukan. https://t.co/IIltuMeT34",Gaji Guru dan Dosen disebut membebani Negara proyek yg sudah jelas jadi beban Negara masih saja mendapat alokasi anggaran Ibukota Negara Bukan Ibukota Provinsi Bukan ini Proyek yg Bukan bukan,gaji guru dan dosen disebut membebani negara proyek yg sudah jelas jadi beban negara masih saja mendapat alokasi anggaran ibukota negara bukan ibukota provinsi bukan ini proyek yg bukan bukan,gaji guru dan dosen disebut membebani negara proyek yang sudah jelas jadi beban negara masih saja mendapat alokasi anggaran ibukota negara bukan ibukota provinsi bukan ini proyek yang bukan bukan,"['yang', 'yang']","['yg', 'yg']","[6026876920451960175, 6026876920451960175]",gaji guru dan dosen disebut membebani negara proyek yang sudah jelas jadi beban negara masih saja mendapat alokasi anggaran ibukota negara bukan ibukota provinsi bukan ini proyek yang bukan bukan,the salaries of teachers and lecturers are said to be a burden on the state a project that is clearly a burden on the state still receives a budget allocation for the state capital not the provincial capital this is not a project that is not,the salary of lecturer and lecturer are said to be a burden on the state a project that is clearly a burden on the state still receives a budget allocation for the state capital not the provincial capital this is not a project that is not,salary lecturer lecturer burden project clearly burden receives budget allocation capital provincial capital project,"['salary', 'lecturer', 'lecturer', 'burden', 'project', 'clearly', 'burden', 'receives', 'budget', 'allocation', 'capital', 'provincial', 'capital', 'project']",14
Sat Aug 16,13:31:02,"Sarjana Bertitel Masih Percaya Jin

... apakah mereka masih pantas disebut orang berpendidikan? ...

Di negeri yang katanya sudah “maju”, kita sering menemukan pemandangan indah: orang-orang dengan titel berderet panjang, yang kalau ditulis di kartu nama bisa membuat kartu itu sobek saking penuh hurufnya, ternyata masih punya dosbing (dosen pembimbing) tak kasatmata bernama jin. 

Ironisnya, mereka fasih bicara tentang “evidence-based” di kelas, tapi begitu listrik kedip dua kali, buru-buru teriak, “Astaga, ada jin!” — seakan kabel PLN dan makhluk gaib punya kontrak kerjasama.

Yang lebih seru, ada pula profesor yang menolak teori evolusi karena lebih percaya teori konspirasi jin—bahwa semua kebodohan manusia bukanlah akibat malas membaca, melainkan ulah jin pengganggu. Mungkin bagi mereka, setiap tesis yang gagal itu bukan salah metodologi, tapi sabotase bangsa jin.

Pertanyaannya: apakah mereka masih pantas disebut orang berpendidikan?
Kalau “berpendidikan” artinya sekadar bisa menghafal teori tanpa berani menggunakannya, maka iya, pantas. Tapi kalau pendidikan seharusnya melatih rasionalitas, kritis, dan kemampuan memilah fakta dari fiksi, maka maaf—mereka lebih cocok disebut “alumni fakultas jinologi terapan.”

Dan lucunya, semakin tinggi pendidikannya, semakin mewah pula kosakata mistisnya: “energi metafisis kosmik”, “dimensi astral kuantum”, atau “rekayasa jin dalam kesadaran kolektif.” Padahal kalau diteliti, semua itu hanyalah bahasa keren untuk mengatakan, “aku nggak ngerti, jadi kusalahkan jin saja.”",Sarjana Bertitel Masih Percaya Jin apakah mereka masih pantas disebut orang berpendidikan Di negeri yang katanya sudah maju kita sering menemukan pemandangan indah orang orang dengan titel berderet panjang yang kalau ditulis di kartu nama bisa membuat kartu itu sobek saking penuh hurufnya ternyata masih punya dosbing dosen pembimbing tak kasatmata bernama jin Ironisnya mereka fasih bicara tentang evidence based di kelas tapi begitu listrik kedip dua kali buru buru teriak Astaga ada jin seakan kabel PLN dan makhluk gaib punya kontrak kerjasama Yang lebih seru ada pula profesor yang menolak teori evolusi karena lebih percaya teori konspirasi jin bahwa semua kebodohan manusia bukanlah akibat malas membaca melainkan ulah jin pengganggu Mungkin bagi mereka setiap tesis yang gagal itu bukan salah metodologi tapi sabotase bangsa jin Pertanyaannya apakah mereka masih pantas disebut orang berpendidikan Kalau berpendidikan artinya sekadar bisa menghafal teori tanpa berani menggunakannya maka iya pantas Tapi kalau pendidikan seharusnya melatih rasionalitas kritis dan kemampuan memilah fakta dari fiksi maka maaf mereka lebih cocok disebut alumni fakultas jinologi terapan Dan lucunya semakin tinggi pendidikannya semakin mewah pula kosakata mistisnya energi metafisis kosmik dimensi astral kuantum atau rekayasa jin dalam kesadaran kolektif Padahal kalau diteliti semua itu hanyalah bahasa keren untuk mengatakan aku nggak ngerti jadi kusalahkan jin saja,sarjana bertitel masih percaya jin apakah mereka masih pantas disebut orang berpendidikan di negeri yang katanya sudah maju kita sering menemukan pemandangan indah orang orang dengan titel berderet panjang yang kalau ditulis di kartu nama bisa membuat kartu itu sobek saking penuh hurufnya ternyata masih punya dosbing dosen pembimbing tak kasatmata bernama jin ironisnya mereka fasih bicara tentang evidence based di kelas tapi begitu listrik kedip dua kali buru buru teriak astaga ada jin seakan kabel pln dan makhluk gaib punya kontrak kerjasama yang lebih seru ada pula profesor yang menolak teori evolusi karena lebih percaya teori konspirasi jin bahwa semua kebodohan manusia bukanlah akibat malas membaca melainkan ulah jin pengganggu mungkin bagi mereka setiap tesis yang gagal itu bukan salah metodologi tapi sabotase bangsa jin pertanyaannya apakah mereka masih pantas disebut orang berpendidikan kalau berpendidikan artinya sekadar bisa menghafal teori tanpa berani menggunakannya maka iya pantas tapi kalau pendidikan seharusnya melatih rasionalitas kritis dan kemampuan memilah fakta dari fiksi maka maaf mereka lebih cocok disebut alumni fakultas jinologi terapan dan lucunya semakin tinggi pendidikannya semakin mewah pula kosakata mistisnya energi metafisis kosmik dimensi astral kuantum atau rekayasa jin dalam kesadaran kolektif padahal kalau diteliti semua itu hanyalah bahasa keren untuk mengatakan aku nggak ngerti jadi kusalahkan jin saja,sarjana bertitel masih percaya jin apakah mereka masih pantas disebut orang berpendidikan di negeri yang katanya sudah maju kita sering menemukan pemandangan indah orang orang dengan titel berderet panjang yang kalau ditulis di kartu nama bisa membuat kartu itu sobek saking penuh hurufnya ternyata masih punya dosbing dosen pembimbing tak kasatmata bernama jin ironisnya mereka fasih bicara tentang evidence based di kelas tapi begitu listrik kedip dua kali buru buru teriak astaga ada jin seakan kabel pln dan makhluk gaib punya kontrak kerjasama yang lebih seru ada pula profesor yang menolak teori evolusi karena lebih percaya teori konspirasi jin bahwa semua kebodohan manusia bukanlah akibat malas membaca melainkan ulah jin pengganggu mungkin bagi mereka setiap tesis yang gagal itu bukan salah metodologi tapi sabotase bangsa jin pertanyaannya apakah mereka masih pantas disebut orang berpendidikan kalau berpendidikan artinya sekadar bisa menghafal teori tanpa berani menggunakannya maka iya pantas tapi kalau pendidikan seharusnya melatih rasionalitas kritis dan kemampuan memilah fakta dari fiksi maka maaf mereka lebih cocok disebut alumni fakultas jinologi terapan dan lucunya semakin tinggi pendidikannya semakin mewah pula kosakata mistisnya energi metafisis kosmik dimensi astral kuantum atau rekayasa jin dalam kesadaran kolektif padahal kalau diteliti semua itu hanyalah bahasa keren untuk mengatakan aku tidak mengerti jadi kusalahkan jin saja,"['tidak', 'mengerti']","['nggak', 'ngerti']","[-3536888155706486284, -6610647361378401424]",sarjana bertitel masih percaya jin apakah mereka masih pantas disebut orang berpendidikan di negeri yang katanya sudah maju kita sering menemukan pemandangan indah orang orang dengan titel berderet panjang yang kalau ditulis di kartu nama bisa membuat kartu itu sobek saking penuh hurufnya ternyata masih punya dosbing dosen pembimbing tak kasatmata bernama jin ironisnya mereka fasih bicara tentang evidence based di kelas tapi begitu listrik kedip dua kali buru buru teriak astaga ada jin seakan kabel pln dan makhluk gaib punya kontrak kerjasama yang lebih seru ada pula profesor yang menolak teori evolusi karena lebih percaya teori konspirasi jin bahwa semua kebodohan manusia bukanlah akibat malas membaca melainkan ulah jin pengganggu mungkin bagi mereka setiap tesis yang gagal itu bukan salah metodologi tapi sabotase bangsa jin pertanyaannya apakah mereka masih pantas disebut orang berpendidikan kalau berpendidikan artinya sekadar bisa menghafal teori tanpa berani menggunakannya maka iya pantas tapi kalau pendidikan seharusnya melatih rasionalitas kritis dan kemampuan memilah fakta dari fiksi maka maaf mereka lebih cocok disebut alumni fakultas jinologi terapan dan lucunya semakin tinggi pendidikannya semakin mewah pula kosakata mistisnya energi metafisis kosmik dimensi astral kuantum atau rekayasa jin dalam kesadaran kolektif padahal kalau diteliti semua itu hanyalah bahasa keren untuk mengatakan aku tidak mengerti jadi kusalahkan jin saja,titled graduates still believe in genies do they still deserve to be called educated people in a country that is said to be advanced we often find beautiful sights of people with long strings of titles which if written on a business card could make the card tear so full of letters it turns out they still have an invisible supervising lecturer called a genie ironically they speak eloquently about evidence based in class but as soon as the electricity flashes twice they rush to scream oh my god there are genies like electricity cables and supernatural beings who have collaboration contracts which are more exciting there are also professors who reject the theory of evolution because they believe more jinn conspiracy theory that all human stupidity is not the result of being lazy in reading but rather the work of disturbing jinn maybe for them every failed thesis is not a methodological error but sabotage of the jinn nation the question is whether they still deserve to be called educated people if education means just being able to memorize theories without daring to use them then yes that appropriate but if education is supposed to train critical rationality and the ability to sort fact from fiction then sorry they are more suitable to be called alumni of the faculty of applied jinology and the funny thing is that the higher the education the more luxurious the mystical vocabulary is cosmic metaphysical energy quantum astral dimensions or genie engineering in the collective consciousness even though if you research it all of that is just fancy language to say i don t understand so i ll just blame the genie,titled graduates still believe in genies do they still deserve to be called educated people in a country that is said to be advanced we often find beautiful sights of people with long strings of titles which if written on a business card could make the card tear so full of letters it turns out they still have an invisible supervising lecturer called a genie ironically they speak eloquently about evidence based in class but as soon as the electricity flashes twice they rush to scream oh my god there are genies like electricity cables and supernatural beings who have collaboration contracts which are more exciting there are also lecturer who reject the theory of evolution because they believe more jinn conspiracy theory that all human stupidity is not the result of being lazy in reading but rather the work of disturbing jinn maybe for them every failed thesis is not a methodological error but sabotage of the jinn nation the question is whether they still deserve to be called educated people if education means just being able to memorize theories without daring to use them then yes that appropriate but if education is supposed to train critical rationality and the ability to sort fact from fiction then sorry they are more suitable to be called alumni of the lecturer of applied jinology and the funny thing is that the higher the education the more luxurious the mystical vocabulary is cosmic metaphysical energy quantum astral dimensions or genie engineering in the collective consciousness even though if you research it all of that is just fancy language to say i don t understand so i ll just blame the genie,titled graduates believe genies deserve called educated country advanced often find beautiful sights long strings titles written business card card tear full letters turns invisible supervising lecturer called genie ironically speak eloquently evidence based class soon electricity flashes twice rush scream oh god genies electricity cables supernatural beings collaboration contracts exciting lecturer reject theory evolution believe jinn conspiracy theory human stupidity result lazy reading rather work disturbing jinn maybe every failed thesis methodological error sabotage jinn nation question whether deserve called educated education means able memorize theories without daring use appropriate education supposed train critical rationality ability sort fact fiction sorry suitable called alumni lecturer applied jinology funny thing higher education luxurious mystical vocabulary cosmic metaphysical energy quantum astral dimensions genie engineering collective consciousness research fancy language understand blame genie,"['titled', 'graduates', 'believe', 'genies', 'deserve', 'called', 'educated', 'country', 'advanced', 'often', 'find', 'beautiful', 'sights', 'long', 'strings', 'titles', 'written', 'business', 'card', 'card', 'tear', 'full', 'letters', 'turns', 'invisible', 'supervising', 'lecturer', 'called', 'genie', 'ironically', 'speak', 'eloquently', 'evidence', 'based', 'class', 'soon', 'electricity', 'flashes', 'twice', 'rush', 'scream', 'oh', 'god', 'genies', 'electricity', 'cables', 'supernatural', 'beings', 'collaboration', 'contracts', 'exciting', 'lecturer', 'reject', 'theory', 'evolution', 'believe', 'jinn', 'conspiracy', 'theory', 'human', 'stupidity', 'result', 'lazy', 'reading', 'rather', 'work', 'disturbing', 'jinn', 'maybe', 'every', 'failed', 'thesis', 'methodological', 'error', 'sabotage', 'jinn', 'nation', 'question', 'whether', 'deserve', 'called', 'educated', 'education', 'means', 'able', 'memorize', 'theories', 'without', 'daring', 'use', 'appropriate', 'education', 'supposed', 'train', 'critical', 'rationality', 'ability', 'sort', 'fact', 'fiction', 'sorry', 'suitable', 'called', 'alumni', 'lecturer', 'applied', 'jinology', 'funny', 'thing', 'higher', 'education', 'luxurious', 'mystical', 'vocabulary', 'cosmic', 'metaphysical', 'energy', 'quantum', 'astral', 'dimensions', 'genie', 'engineering', 'collective', 'consciousness', 'research', 'fancy', 'language', 'understand', 'blame', 'genie']",130
Sat Aug 16,13:19:00,"@perupadata dosen univ.bhmn yg mengejar spp dari ujian mandiri.. nerima mhs sebanyak² nya..
tiap semester dosen harusnya ngajar 12 sks.. akhirnya 20-30 sks

dosen harus masuk saban hari biar gaji n tunj.cukup..

ketemu dosen taiwan, vietnam.. ke kampus cuman 2 hari,lainnya riset, nulis etc",dosen univ bhmn yg mengejar spp dari ujian mandiri nerima mhs sebanyak nya tiap semester dosen harusnya ngajar sks akhirnya sks dosen harus masuk saban hari biar gaji n tunj cukup ketemu dosen taiwan vietnam ke kampus cuman hari lainnya riset nulis etc,dosen univ bhmn yg mengejar spp dari ujian mandiri nerima mhs sebanyak nya tiap semester dosen harusnya ngajar sks akhirnya sks dosen harus masuk saban hari biar gaji n tunj cukup ketemu dosen taiwan vietnam ke kampus cuman hari lainnya riset nulis etc,dosen universitas bhmn yang mengejar spp dari ujian mandiri menerima mhs sebanyak ya tiap semester dosen harusnya mengajar sks akhirnya sks dosen harus masuk saban hari biar gaji tunj cukup ketemu dosen taiwan vietnam ke kampus cuman hari lainnya riset menulis etc,"['universitas', 'yang', 'menerima', 'ya', 'mengajar', 'menulis']","['univ', 'yg', 'nerima', 'nya', 'ngajar', 'nulis']","[-4766677428480916821, 6026876920451960175, 494285316298646842, -3578810890718799832, -6894781264601179743, 7279229287639755011]",dosen universitas bhmn yang mengejar spp dari ujian mandiri menerima mhs sebanyak ya tiap semester dosen harusnya mengajar sks akhirnya sks dosen harus masuk saban hari biar gaji tunj cukup ketemu dosen taiwan vietnam ke kampus cuman hari lainnya riset menulis etc,bhmn university lecturers who are pursuing spp from independent exams receive as many students as each semester lecturers are supposed to teach credits in the end lecturers have to get credits every day so that their salary is paid they only need to meet taiwanese vietnamese lecturers on campus but other days research writing etc,bhmn institution lecturer who are pursuing spp from independent exams receive as many students as each semester lecturer are supposed to teach credits in the end lecturer have to get credits every day so that their salary is salary they only need to meet taiwanese vietnamese lecturer on institution but other days research writing etc,bhmn institution lecturer pursuing spp independent exams receive students semester lecturer supposed teach credits end lecturer credits every day salary salary need meet taiwanese vietnamese lecturer institution days research writing etc,"['bhmn', 'institution', 'lecturer', 'pursuing', 'spp', 'independent', 'exams', 'receive', 'students', 'semester', 'lecturer', 'supposed', 'teach', 'credits', 'end', 'lecturer', 'credits', 'every', 'day', 'salary', 'salary', 'need', 'meet', 'taiwanese', 'vietnamese', 'lecturer', 'institution', 'days', 'research', 'writing', 'etc']",31
Sat Aug 16,13:11:34,"Sepakat. Kalau permasalahan gaji tidak hanya perkara dosen saja, tapi those in power juga: Legislatif, eksekutif, &amp; yudikatif. Considering the amount of wages and stipends given to these three pillars of the country, we are wondering too, ""Are we rewarding the achievements?""",Sepakat Kalau permasalahan gaji tidak hanya perkara dosen saja tapi those in power juga Legislatif eksekutif amp yudikatif Considering the amount of wages and stipends given to these three pillars of the country we are wondering too Are we rewarding the achievements,sepakat kalau permasalahan gaji tidak hanya perkara dosen saja tapi those in power juga legislatif eksekutif amp yudikatif considering the amount of wages and stipends given to these three pillars of the country we are wondering too are we rewarding the achievements,sepakat kalau permasalahan gaji tidak hanya perkara dosen saja tapi those ini power juga legislatif eksekutif amp yudikatif considering the amount of wages and stipends given tapi these three pillars of the country we are wondering too are we rewarding the achievements,"['ini', 'tapi']","['in', 'to']","[1654009396136663084, 507604009272716043]",sepakat kalau permasalahan gaji tidak hanya perkara dosen saja tapi those ini power juga legislatif eksekutif amp yudikatif considering the amount of wages and stipends given tapi these three pillars of the country we are wondering too are we rewarding the achievements,agree that the issue of salaries is not only a matter of lecturers but these people are also legislative executive and judicial considering the amount of wages and stipends given but these three pillars of the country we are wondering too are we rewarding the achievements,agree that the issue of salary is not only a matter of lecturer but these people are also legislative executive and judicial considering the amount of salary and stipends given but these three pillars of the country we are wondering too are we rewarding the achievements,agree issue salary matter lecturer legislative executive judicial considering amount salary stipends given three pillars country wondering rewarding achievements,"['agree', 'issue', 'salary', 'matter', 'lecturer', 'legislative', 'executive', 'judicial', 'considering', 'amount', 'salary', 'stipends', 'given', 'three', 'pillars', 'country', 'wondering', 'rewarding', 'achievements']",19
Sat Aug 16,13:01:51,@perupadata Menurut mereka kesejahteraan pejabat negara lebih penting daripada guru dan dosen.,Menurut mereka kesejahteraan pejabat negara lebih penting daripada guru dan dosen,menurut mereka kesejahteraan pejabat negara lebih penting daripada guru dan dosen,menurut mereka kesejahteraan pejabat negara lebih penting daripada guru dan dosen,[],[],[],menurut mereka kesejahteraan pejabat negara lebih penting daripada guru dan dosen,according to them the welfare of state officials is more important than teachers and lecturers,according to them the welfare of state officials is more important than lecturer and lecturer,according welfare officials important lecturer lecturer,"['according', 'welfare', 'officials', 'important', 'lecturer', 'lecturer']",6
Sat Aug 16,12:34:07,335T itu udah bisa gaji guru + dosen dengan layak bgtbgtbgt ya Allah…,335T itu udah bisa gaji guru dosen dengan layak bgtbgtbgt ya Allah,335t itu udah bisa gaji guru dosen dengan layak bgtbgtbgt ya allah,335t itu sudah bisa gaji guru dosen dengan layak bgtbgtbgt ya allah,['sudah'],['udah'],[-4375945338045552653],335t itu sudah bisa gaji guru dosen dengan layak bgtbgtbgt ya allah,335t is enough to earn a lecturer a decent salary oh my god,335t is enough to earn a lecturer a decent salary oh my god,335t enough earn lecturer decent salary oh god,"['335t', 'enough', 'earn', 'lecturer', 'decent', 'salary', 'oh', 'god']",8
Sat Aug 16,09:31:52,"Pemerintah mengalokasikan anggaran pendidikan Rp 757,8 triliun untuk RAPBN 2026, dengan fokus pada program beasiswa senilai Rp 401,5 triliun yang mencakup Bidikmisi, LPDP, dan Program Indonesia Pintar serta program Makan Bergizi Gratis yang menjangkau jutaan siswa. Selain itu, tersedia anggaran besar untuk kesejahteraan guru, dosen, dan peningkatan sarana-prasarana pendidikan demi mencetak SDM unggul dan mengentaskan kemiskinan.

#liputan6 #Lip6intrnsltn

https://t.co/UEpHhpCvDj",Pemerintah mengalokasikan anggaran pendidikan Rp triliun untuk RAPBN dengan fokus pada program beasiswa senilai Rp triliun yang mencakup Bidikmisi LPDP dan Program Indonesia Pintar serta program Makan Bergizi Gratis yang menjangkau jutaan siswa Selain itu tersedia anggaran besar untuk kesejahteraan guru dosen dan peningkatan sarana prasarana pendidikan demi mencetak SDM unggul dan mengentaskan kemiskinan liputan6 Lip6intrnsltn,pemerintah mengalokasikan anggaran pendidikan rp triliun untuk rapbn dengan fokus pada program beasiswa senilai rp triliun yang mencakup bidikmisi lpdp dan program indonesia pintar serta program makan bergizi gratis yang menjangkau jutaan siswa selain itu tersedia anggaran besar untuk kesejahteraan guru dosen dan peningkatan sarana prasarana pendidikan demi mencetak sdm unggul dan mengentaskan kemiskinan liputan6 lip6intrnsltn,pemerintah mengalokasikan anggaran pendidikan rp triliun untuk rapbn dengan fokus pada program beasiswa senilai rp triliun yang mencakup bidikmisi lpdp dan program indonesia pintar serta program makan bergizi gratis yang menjangkau jutaan siswa selain itu tersedia anggaran besar untuk kesejahteraan guru dosen dan peningkatan sarana prasarana pendidikan demi mencetak sdm unggul dan mengentaskan kemiskinan liputan6 lip6intrnsltn,[],[],[],pemerintah mengalokasikan anggaran pendidikan rp triliun untuk rapbn dengan fokus pada program beasiswa senilai rp triliun yang mencakup bidikmisi lpdp dan program indonesia pintar serta program makan bergizi gratis yang menjangkau jutaan siswa selain itu tersedia anggaran besar untuk kesejahteraan guru dosen dan peningkatan sarana prasarana pendidikan demi mencetak sdm unggul dan mengentaskan kemiskinan liputan6 lip6intrnsltn,the government allocates an education budget of idr trillion for the rapbn with a focus on a scholarship program worth idr trillion which includes the bidikmisi lpdp and the smart indonesia program as well as the free nutritious meal program which reaches millions of students apart from that there is a large budget available for the welfare of teachers lecturers and improving educational infrastructure in order to produce superior human resources and alleviate poverty,the government allocates an education budget of idr trillion for the rapbn with a focus on a scholarship program worth idr trillion which includes the bidikmisi lpdp and the smart indonesia program as well as the free nutritious meal program which reaches millions of students apart from that there is a large budget available for the welfare of lecturer lecturer and improving educational infrastructure in order to produce superior human resources and alleviate poverty,government allocates education budget idr trillion rapbn focus scholarship program worth idr trillion includes bidikmisi lpdp smart indonesia program free nutritious meal program reaches millions students apart large budget available welfare lecturer lecturer improving educational infrastructure order produce superior human resources alleviate poverty,"['government', 'allocates', 'education', 'budget', 'idr', 'trillion', 'rapbn', 'focus', 'scholarship', 'program', 'worth', 'idr', 'trillion', 'includes', 'bidikmisi', 'lpdp', 'smart', 'indonesia', 'program', 'free', 'nutritious', 'meal', 'program', 'reaches', 'millions', 'students', 'apart', 'large', 'budget', 'available', 'welfare', 'lecturer', 'lecturer', 'improving', 'educational', 'infrastructure', 'order', 'produce', 'superior', 'human', 'resources', 'alleviate', 'poverty']",43
Sat Aug 16,08:22:08,Gaji guru dan dosen aja ga seberapa dibanding elo dan masih ada niatan untuk korupsi??,Gaji guru dan dosen aja ga seberapa dibanding elo dan masih ada niatan untuk korupsi,gaji guru dan dosen aja ga seberapa dibanding elo dan masih ada niatan untuk korupsi,gaji guru dan dosen saja tidak seberapa dibanding lo dan masih ada niatan untuk korupsi,"['saja', 'tidak', 'lo']","['aja', 'ga', 'elo']","[3102073081575664814, -6394627196483031571, -5438611223907201177]",gaji guru dan dosen saja tidak seberapa dibanding lo dan masih ada niatan untuk korupsi,the salaries of teachers and lecturers are not much compared to yours and there are still intentions for corruption,the salary of lecturer and lecturer are not much compared to yours and there are still intentions for corruption,salary lecturer lecturer compared intentions corruption,"['salary', 'lecturer', 'lecturer', 'compared', 'intentions', 'corruption']",6
Sat Aug 16,07:58:52,"This should be a crime

1. Anggaran BOS, KIP sama PIP digabung pun jauh lebih kecil dari MBG 

2. TPG sama gaji Guru+ Dosen digabung pun juga lebih kecil dari MBG

3. secara teknis, anggaran pendidikan - MBG cuma 422 T, lebih kecil tahun 2022 https://t.co/toWsczdzMH",This should be a crime Anggaran BOS KIP sama PIP digabung pun jauh lebih kecil dari MBG TPG sama gaji Guru Dosen digabung pun juga lebih kecil dari MBG secara teknis anggaran pendidikan MBG cuma T lebih kecil tahun,this should be a crime anggaran bos kip sama pip digabung pun jauh lebih kecil dari mbg tpg sama gaji guru dosen digabung pun juga lebih kecil dari mbg secara teknis anggaran pendidikan mbg cuma t lebih kecil tahun,this should be crime anggaran bos kip sama pip digabung pun jauh lebih kecil dari mbak tpg sama gaji guru dosen digabung pun juga lebih kecil dari mbak secara teknis anggaran pendidikan mbak cuma lebih kecil tahun,"['mbak', 'mbak', 'mbak']","['mbg', 'mbg', 'mbg']","[-7841306949393213849, -7841306949393213849, -7841306949393213849]",this should be crime anggaran bos kip sama pip digabung pun jauh lebih kecil dari mbak tpg sama gaji guru dosen digabung pun juga lebih kecil dari mbak secara teknis anggaran pendidikan mbak cuma lebih kecil tahun,this should be crime boss kip and pip budget combined is much smaller than sis but the teacher salary and lecturers combined are also smaller than sis technically sis education budget is only smaller by year,this should be crime boss kip and pip budget combined is much smaller than sis but the lecturer salary and lecturer combined are also smaller than sis technically sis education budget is only smaller by year,crime boss kip pip budget combined smaller lecturer salary lecturer combined smaller technically education budget smaller,"['crime', 'boss', 'kip', 'pip', 'budget', 'combined', 'smaller', 'lecturer', 'salary', 'lecturer', 'combined', 'smaller', 'technically', 'education', 'budget', 'smaller']",16
Sat Aug 16,07:19:05,@perupadata Apakah bisa menaikkan dulu atau paralel dgn kenaikan gaji guru/dosen juga? Yg sebenarnya tidak kalah penting.,Apakah bisa menaikkan dulu atau paralel dgn kenaikan gaji guru dosen juga Yg sebenarnya tidak kalah penting,apakah bisa menaikkan dulu atau paralel dgn kenaikan gaji guru dosen juga yg sebenarnya tidak kalah penting,apakah bisa menaikkan dulu atau paralel dengan kenaikan gaji guru dosen juga yang sebenarnya tidak kalah penting,"['dengan', 'yang']","['dgn', 'yg']","[-6016308404117992101, 6026876920451960175]",apakah bisa menaikkan dulu atau paralel dengan kenaikan gaji guru dosen juga yang sebenarnya tidak kalah penting,can it be increased first or in parallel with the increase in teachers salaries which is actually no less important,can it be increased first or in parallel with the increase in lecturer salary which is actually no less important,increased parallel increase lecturer salary actually less important,"['increased', 'parallel', 'increase', 'lecturer', 'salary', 'actually', 'less', 'important']",8
